AccidentSeverity,Country,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Serious,Scotland,Darkness - no lighting,Fine no high winds,June,Tuesday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,April,Tuesday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,February,Tuesday,2
Serious,Scotland,Darkness - no lighting,Fine no high winds,January,Tuesday,3
Serious,England,Darkness - no lighting,Fine no high winds,December,Tuesday,21
Serious,England,Darkness - no lighting,Fine no high winds,June,Tuesday,5
Serious,England,Darkness - no lighting,Fine no high winds,May,Tuesday,6
Serious,England,Darkness - no lighting,Fine no high winds,September,Tuesday,7
Serious,England,Darkness - no lighting,Fine no high winds,November,Tuesday,16
Serious,England,Darkness - no lighting,Fine no high winds,October,Tuesday,10
Serious,England,Darkness - no lighting,Fine no high winds,August,Tuesday,7
Serious,England,Darkness - no lighting,Fine no high winds,March,Tuesday,7
Serious,England,Darkness - no lighting,Fine no high winds,February,Tuesday,10
Serious,England,Darkness - no lighting,Fine no high winds,January,Tuesday,28
Serious,England,Darkness - no lighting,Fine no high winds,July,Tuesday,9
Slight,Scotland,Darkness - no lighting,Fine no high winds,December,Tuesday,1
Slight,Scotland,Darkness - no lighting,Fine no high winds,November,Tuesday,2
Slight,Scotland,Darkness - no lighting,Fine no high winds,October,Tuesday,2
Slight,Scotland,Darkness - no lighting,Fine no high winds,August,Tuesday,2
Slight,Scotland,Darkness - no lighting,Fine no high winds,January,Tuesday,3
Slight,Scotland,Darkness - lights unlit,Fine no high winds,October,Tuesday,1
Slight,England,Darkness - lights unlit,Fine no high winds,November,Tuesday,6
Slight,England,Darkness - lights unlit,Fine no high winds,July,Tuesday,3
Slight,England,Darkness - lights unlit,Fine no high winds,December,Tuesday,5
Slight,England,Darkness - lights unlit,Fine no high winds,September,Tuesday,2
Slight,England,Darkness - lights unlit,Fine no high winds,August,Tuesday,3
Slight,England,Darkness - lights unlit,Fine no high winds,May,Tuesday,3
Slight,England,Darkness - lights unlit,Fine no high winds,April,Tuesday,6
Slight,England,Darkness - lights unlit,Fine no high winds,October,Tuesday,4
Slight,England,Darkness - lights unlit,Fine no high winds,March,Tuesday,7
Slight,England,Darkness - lights unlit,Fine no high winds,February,Tuesday,4
Slight,England,Darkness - lights unlit,Fine no high winds,January,Tuesday,9
Serious,Scotland,Darkness - lights unlit,Fine no high winds,November,Tuesday,1
Serious,England,Darkness - lights unlit,Fine no high winds,November,Tuesday,4
Serious,England,Darkness - lights unlit,Fine no high winds,October,Tuesday,3
Serious,England,Darkness - lights unlit,Fine no high winds,December,Tuesday,2
Serious,England,Darkness - lights unlit,Fine no high winds,March,Tuesday,1
Serious,England,Darkness - lights unlit,Fine no high winds,June,Tuesday,1
Slight,England,Darkness - lights lit,Fine no high winds,January,Saturday,293
Slight,England,Darkness - lights lit,Fine no high winds,November,Saturday,227
Slight,England,Darkness - lights lit,Fine no high winds,March,Saturday,168
Slight,England,Darkness - lights lit,Fine no high winds,June,Saturday,80
Slight,England,Darkness - lights lit,Fine no high winds,December,Saturday,227
Slight,England,Darkness - lights lit,Fine no high winds,October,Saturday,204
Slight,England,Darkness - lights lit,Fine no high winds,September,Saturday,140
Slight,England,Darkness - lights lit,Fine no high winds,July,Saturday,123
Slight,England,Darkness - lights lit,Fine no high winds,August,Saturday,107
Slight,England,Darkness - lights lit,Fine no high winds,May,Saturday,102
Slight,England,Darkness - lights lit,Fine no high winds,April,Saturday,135
Slight,England,Darkness - lights lit,Fine no high winds,February,Saturday,160
Slight,Scotland,Daylight,Fine no high winds,July,Tuesday,27
Slight,Scotland,Daylight,Fine no high winds,August,Tuesday,29
Slight,Scotland,Daylight,Fine no high winds,June,Tuesday,23
Slight,Scotland,Daylight,Fine no high winds,May,Tuesday,31
Slight,Scotland,Daylight,Fine no high winds,February,Tuesday,25
Slight,Scotland,Daylight,Fine no high winds,January,Tuesday,15
Slight,Scotland,Daylight,Fine no high winds,April,Tuesday,14
Slight,Scotland,Daylight,Fine no high winds,March,Tuesday,19
Slight,Scotland,Daylight,Fine no high winds,October,Tuesday,23
Slight,Scotland,Daylight,Fine no high winds,December,Tuesday,7
Slight,Scotland,Daylight,Fine no high winds,November,Tuesday,12
Slight,Scotland,Daylight,Fine no high winds,September,Tuesday,22
Slight,England,Darkness - lighting unknown,Fine no high winds,December,Tuesday,22
Slight,England,Darkness - lighting unknown,Fine no high winds,November,Tuesday,21
Slight,England,Darkness - lighting unknown,Fine no high winds,July,Tuesday,3
Slight,England,Darkness - lighting unknown,Fine no high winds,August,Tuesday,8
Slight,England,Darkness - lighting unknown,Fine no high winds,March,Tuesday,11
Slight,England,Darkness - lighting unknown,Fine no high winds,October,Tuesday,5
Slight,England,Darkness - lighting unknown,Fine no high winds,April,Tuesday,6
Slight,England,Darkness - lighting unknown,Fine no high winds,February,Tuesday,7
Slight,England,Darkness - lighting unknown,Fine no high winds,May,Tuesday,4
Slight,England,Darkness - lighting unknown,Fine no high winds,January,Tuesday,22
Slight,England,Darkness - lighting unknown,Fine no high winds,September,Tuesday,1
Slight,England,Darkness - lighting unknown,Fine no high winds,June,Tuesday,3
Serious,Scotland,Darkness - lighting unknown,Fine no high winds,February,Tuesday,1
Serious,England,Darkness - lighting unknown,Fine no high winds,October,Tuesday,1
Serious,England,Darkness - lighting unknown,Fine no high winds,February,Tuesday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,November,Tuesday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,March,Tuesday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,January,Tuesday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,September,Tuesday,1
Serious,England,Darkness - lighting unknown,Fine no high winds,May,Tuesday,1
Serious,England,Darkness - lighting unknown,Fine no high winds,December,Tuesday,3
Serious,England,Darkness - lighting unknown,Fine no high winds,June,Tuesday,1
Serious,England,Daylight,Fine no high winds,October,Saturday,185
Serious,England,Daylight,Fine no high winds,December,Saturday,70
Serious,England,Daylight,Fine no high winds,November,Saturday,89
Serious,England,Darkness - lights lit,Fine no high winds,January,Saturday,80
Fatal,Scotland,Darkness - lights lit,Fine no high winds,December,Saturday,1
Fatal,Scotland,Darkness - lights lit,Fine no high winds,November,Saturday,1
Fatal,Scotland,Darkness - lights lit,Fine no high winds,October,Saturday,1
Fatal,Scotland,Darkness - lights lit,Fine no high winds,July,Saturday,1
Fatal,Scotland,Darkness - lights lit,Fine no high winds,February,Saturday,1
Fatal,England,Darkness - lights lit,Fine no high winds,August,Saturday,2
Fatal,England,Darkness - lights lit,Fine no high winds,November,Saturday,5
Fatal,England,Darkness - lights lit,Fine no high winds,January,Saturday,10
Fatal,England,Darkness - lights lit,Fine no high winds,April,Saturday,4
Fatal,England,Darkness - lights lit,Fine no high winds,October,Saturday,7
Fatal,England,Darkness - lights lit,Fine no high winds,December,Saturday,11
Fatal,England,Darkness - lights lit,Fine no high winds,September,Saturday,3
Fatal,England,Darkness - lights lit,Fine no high winds,June,Saturday,2
Fatal,England,Darkness - lights lit,Fine no high winds,March,Saturday,3
Fatal,England,Darkness - lights lit,Fine no high winds,February,Saturday,3
Fatal,England,Darkness - lights lit,Fine no high winds,May,Saturday,3
Fatal,England,Darkness - lights lit,Fine no high winds,July,Saturday,2
Serious,England,Darkness - lights unlit,Fine no high winds,July,Saturday,5
Serious,England,Darkness - lights unlit,Fine no high winds,April,Saturday,3
Serious,England,Darkness - lights unlit,Fine no high winds,January,Saturday,4
Fatal,England,Darkness - lights unlit,Fine no high winds,October,Saturday,1
Fatal,England,Darkness - lights unlit,Fine no high winds,January,Saturday,1
Serious,England,Darkness - no lighting,Fine no high winds,September,Saturday,7
Serious,England,Darkness - no lighting,Fine no high winds,May,Saturday,11
Fatal,Scotland,Darkness - no lighting,Fine no high winds,September,Saturday,1
Fatal,Scotland,Darkness - no lighting,Fine no high winds,June,Saturday,1
Fatal,Scotland,Darkness - no lighting,Fine no high winds,March,Saturday,3
Fatal,England,Darkness - no lighting,Fine no high winds,August,Saturday,4
Fatal,England,Darkness - no lighting,Fine no high winds,July,Saturday,2
Fatal,England,Darkness - no lighting,Fine no high winds,October,Saturday,1
Fatal,England,Darkness - no lighting,Fine no high winds,December,Saturday,1
Fatal,England,Darkness - no lighting,Fine no high winds,November,Saturday,3
Fatal,England,Darkness - no lighting,Fine no high winds,January,Saturday,4
Fatal,England,Darkness - no lighting,Fine no high winds,September,Saturday,5
Fatal,England,Darkness - no lighting,Fine no high winds,February,Saturday,3
Fatal,England,Darkness - no lighting,Fine no high winds,March,Saturday,1
Fatal,England,Darkness - no lighting,Fine no high winds,June,Saturday,2
Fatal,England,Darkness - no lighting,Fine no high winds,May,Saturday,3
Fatal,England,Darkness - no lighting,Fine no high winds,April,Saturday,4
Serious,England,Darkness - lighting unknown,Fine no high winds,April,Saturday,6
Fatal,England,Darkness - lighting unknown,Fine no high winds,December,Saturday,1
Fatal,England,Darkness - lighting unknown,Fine no high winds,August,Saturday,1
Fatal,England,Darkness - lighting unknown,Fine no high winds,September,Saturday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,October,Saturday,3
Serious,Scotland,Darkness - lights lit,Fine no high winds,September,Saturday,4
Serious,Scotland,Darkness - lights lit,Fine no high winds,August,Saturday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,April,Saturday,2
Serious,Scotland,Darkness - lights lit,Fine no high winds,June,Saturday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,March,Saturday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,February,Saturday,3
Serious,England,Darkness - lights lit,Fine no high winds,December,Saturday,73
Serious,England,Darkness - lights lit,Fine no high winds,October,Saturday,81
Serious,England,Darkness - lights lit,Fine no high winds,November,Saturday,70
Serious,Scotland,Darkness - lights lit,Fine no high winds,December,Saturday,3
Serious,Scotland,Darkness - lights lit,Fine no high winds,November,Saturday,3
Slight,England,Daylight,Fine no high winds,November,Saturday,301
Slight,England,Daylight,Fine no high winds,July,Saturday,742
Slight,England,Daylight,Fine no high winds,October,Saturday,644
Slight,England,Daylight,Fine no high winds,September,Saturday,530
Slight,England,Daylight,Fine no high winds,August,Saturday,644
Slight,England,Daylight,Fine no high winds,June,Saturday,552
Slight,England,Daylight,Fine no high winds,May,Saturday,626
Slight,England,Daylight,Fine no high winds,April,Saturday,707
Slight,England,Daylight,Fine no high winds,March,Saturday,538
Slight,England,Daylight,Fine no high winds,February,Saturday,328
Slight,England,Daylight,Fine no high winds,January,Saturday,339
Slight,England,Daylight,Fine no high winds,December,Saturday,298
Slight,Scotland,Darkness - lights lit,Fine no high winds,November,Saturday,6
Slight,Scotland,Darkness - lights lit,Fine no high winds,December,Saturday,5
Slight,Scotland,Darkness - lights lit,Fine no high winds,October,Saturday,6
Slight,Scotland,Darkness - lights lit,Fine no high winds,September,Saturday,2
Slight,Scotland,Darkness - lights lit,Fine no high winds,August,Saturday,5
Slight,Scotland,Darkness - lights lit,Fine no high winds,July,Saturday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,June,Saturday,3
Slight,Scotland,Darkness - lights lit,Fine no high winds,May,Saturday,3
Slight,Scotland,Darkness - lights lit,Fine no high winds,April,Saturday,3
Slight,Scotland,Darkness - lights lit,Fine no high winds,March,Saturday,5
Slight,Scotland,Darkness - lights lit,Fine no high winds,February,Saturday,2
Slight,Scotland,Darkness - lights lit,Fine no high winds,January,Saturday,3
Slight,England,Darkness - no lighting,Fine no high winds,April,Saturday,26
Slight,England,Darkness - no lighting,Fine no high winds,February,Saturday,25
Slight,England,Darkness - no lighting,Fine no high winds,January,Saturday,55
Slight,England,Darkness - no lighting,Fine no high winds,December,Saturday,39
Slight,England,Darkness - no lighting,Fine no high winds,October,Saturday,48
Slight,England,Darkness - no lighting,Fine no high winds,September,Saturday,36
Slight,England,Darkness - no lighting,Fine no high winds,July,Saturday,27
Slight,England,Darkness - no lighting,Fine no high winds,August,Saturday,27
Slight,England,Darkness - no lighting,Fine no high winds,June,Saturday,16
Slight,England,Darkness - no lighting,Fine no high winds,May,Saturday,21
Slight,England,Darkness - no lighting,Fine no high winds,March,Saturday,26
Slight,England,Darkness - no lighting,Fine no high winds,November,Saturday,34
Serious,Scotland,Darkness - no lighting,Fine no high winds,November,Saturday,3
Serious,Scotland,Darkness - no lighting,Fine no high winds,December,Saturday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,September,Saturday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,July,Saturday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,June,Saturday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,May,Saturday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,April,Saturday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,February,Saturday,4
Serious,Scotland,Darkness - no lighting,Fine no high winds,January,Saturday,2
Serious,England,Darkness - no lighting,Fine no high winds,December,Saturday,30
Serious,England,Darkness - no lighting,Fine no high winds,October,Saturday,26
Serious,England,Darkness - no lighting,Fine no high winds,June,Saturday,4
Serious,England,Darkness - no lighting,Fine no high winds,March,Saturday,12
Serious,England,Darkness - no lighting,Fine no high winds,February,Saturday,18
Serious,England,Darkness - no lighting,Fine no high winds,April,Saturday,14
Serious,England,Darkness - no lighting,Fine no high winds,January,Saturday,35
Serious,England,Darkness - no lighting,Fine no high winds,August,Saturday,11
