AccidentSeverity,Country,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Serious,England,Darkness - lights unlit,Fine no high winds,April,Thursday,1
Serious,England,Darkness - lights unlit,Fine no high winds,March,Thursday,1
Serious,England,Darkness - lights unlit,Fine no high winds,August,Thursday,2
Serious,England,Darkness - lights unlit,Fine no high winds,June,Thursday,1
Serious,England,Darkness - lights unlit,Fine no high winds,October,Thursday,1
Serious,England,Darkness - lights unlit,Fine no high winds,September,Thursday,1
Serious,England,Darkness - lights unlit,Fine no high winds,December,Thursday,2
Serious,England,Daylight,Fine no high winds,December,Thursday,125
Serious,England,Daylight,Fine no high winds,November,Thursday,85
Serious,England,Daylight,Fine no high winds,October,Thursday,149
Fatal,Scotland,Darkness - lights lit,Fine no high winds,September,Thursday,2
Fatal,Scotland,Darkness - lights lit,Fine no high winds,April,Thursday,1
Fatal,Scotland,Darkness - lights lit,Fine no high winds,January,Thursday,3
Fatal,England,Darkness - lights lit,Fine no high winds,March,Thursday,4
Fatal,England,Darkness - lights lit,Fine no high winds,May,Thursday,4
Fatal,England,Darkness - lights lit,Fine no high winds,April,Thursday,2
Fatal,England,Darkness - lights lit,Fine no high winds,December,Thursday,4
Fatal,England,Darkness - lights lit,Fine no high winds,February,Thursday,6
Fatal,England,Darkness - lights lit,Fine no high winds,January,Thursday,4
Fatal,England,Darkness - lights lit,Fine no high winds,October,Thursday,3
Fatal,England,Darkness - lights lit,Fine no high winds,July,Thursday,1
Fatal,England,Darkness - lights lit,Fine no high winds,August,Thursday,2
Fatal,England,Darkness - lights lit,Fine no high winds,November,Thursday,2
Fatal,England,Darkness - lights unlit,Fine no high winds,January,Thursday,1
Fatal,Scotland,Darkness - no lighting,Fine no high winds,December,Thursday,2
Fatal,Scotland,Darkness - no lighting,Fine no high winds,November,Thursday,1
Fatal,England,Darkness - no lighting,Fine no high winds,October,Thursday,2
Fatal,England,Darkness - no lighting,Fine no high winds,January,Thursday,3
Fatal,England,Darkness - no lighting,Fine no high winds,August,Thursday,5
Fatal,England,Darkness - no lighting,Fine no high winds,May,Thursday,2
Fatal,England,Darkness - no lighting,Fine no high winds,March,Thursday,3
Fatal,England,Darkness - no lighting,Fine no high winds,April,Thursday,3
Fatal,England,Darkness - no lighting,Fine no high winds,December,Thursday,2
Fatal,England,Darkness - no lighting,Fine no high winds,November,Thursday,2
Fatal,England,Darkness - no lighting,Fine no high winds,September,Thursday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,August,Thursday,3
Serious,England,Darkness - lighting unknown,Fine no high winds,April,Thursday,1
Fatal,England,Darkness - lighting unknown,Fine no high winds,August,Thursday,3
Serious,Scotland,Darkness - lights lit,Fine no high winds,October,Thursday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,September,Thursday,3
Serious,Scotland,Darkness - lights lit,Fine no high winds,July,Thursday,2
Serious,Scotland,Darkness - lights lit,Fine no high winds,February,Thursday,5
Serious,Scotland,Darkness - lights lit,Fine no high winds,April,Thursday,2
Serious,Scotland,Darkness - lights lit,Fine no high winds,March,Thursday,4
Serious,Scotland,Darkness - lights lit,Fine no high winds,January,Thursday,4
Slight,England,Daylight,Fine no high winds,February,Thursday,417
Slight,England,Daylight,Fine no high winds,January,Thursday,477
Serious,Scotland,Daylight,Fine no high winds,December,Thursday,6
Serious,Scotland,Daylight,Fine no high winds,November,Thursday,7
Serious,Scotland,Daylight,Fine no high winds,October,Thursday,5
Serious,Scotland,Daylight,Fine no high winds,September,Thursday,16
Serious,Scotland,Daylight,Fine no high winds,August,Thursday,25
Serious,Scotland,Daylight,Fine no high winds,July,Thursday,17
Serious,Scotland,Daylight,Fine no high winds,June,Thursday,21
Serious,Scotland,Daylight,Fine no high winds,May,Thursday,16
Serious,Scotland,Daylight,Fine no high winds,April,Thursday,12
Serious,Scotland,Daylight,Fine no high winds,March,Thursday,13
Serious,Scotland,Daylight,Fine no high winds,February,Thursday,4
Serious,Scotland,Daylight,Fine no high winds,January,Thursday,7
Slight,England,Daylight,Fine no high winds,June,Thursday,879
Slight,England,Daylight,Fine no high winds,May,Thursday,730
Slight,England,Daylight,Fine no high winds,April,Thursday,648
Slight,England,Daylight,Fine no high winds,March,Thursday,777
Slight,England,Daylight,Fine no high winds,September,Thursday,735
Slight,England,Daylight,Fine no high winds,August,Thursday,659
Slight,England,Daylight,Fine no high winds,July,Thursday,724
Slight,England,Daylight,Fine no high winds,October,Thursday,515
Slight,England,Daylight,Fine no high winds,December,Thursday,488
Slight,England,Daylight,Fine no high winds,November,Thursday,358
Slight,Scotland,Daylight,Fine no high winds,June,Thursday,42
Slight,Scotland,Daylight,Fine no high winds,August,Thursday,36
Slight,Scotland,Daylight,Fine no high winds,July,Thursday,18
Slight,Scotland,Daylight,Fine no high winds,May,Thursday,24
Slight,Scotland,Daylight,Fine no high winds,March,Thursday,25
Slight,Scotland,Daylight,Fine no high winds,April,Thursday,24
Slight,Scotland,Daylight,Fine no high winds,February,Thursday,13
Slight,Scotland,Daylight,Fine no high winds,January,Thursday,7
Slight,Scotland,Daylight,Fine no high winds,December,Thursday,24
Slight,Scotland,Daylight,Fine no high winds,November,Thursday,8
Slight,Scotland,Daylight,Fine no high winds,October,Thursday,11
Slight,Scotland,Daylight,Fine no high winds,September,Thursday,25
Slight,England,Darkness - lighting unknown,Fine no high winds,December,Thursday,18
Slight,England,Darkness - lighting unknown,Fine no high winds,August,Thursday,9
Slight,England,Darkness - lighting unknown,Fine no high winds,April,Thursday,2
Slight,England,Darkness - lighting unknown,Fine no high winds,January,Thursday,28
Slight,England,Darkness - lighting unknown,Fine no high winds,March,Thursday,11
Slight,England,Darkness - lighting unknown,Fine no high winds,February,Thursday,12
Slight,England,Darkness - lighting unknown,Fine no high winds,November,Thursday,20
Slight,England,Darkness - lighting unknown,Fine no high winds,October,Thursday,4
Slight,England,Darkness - lighting unknown,Fine no high winds,May,Thursday,5
Slight,England,Darkness - lighting unknown,Fine no high winds,July,Thursday,5
Slight,England,Darkness - lighting unknown,Fine no high winds,June,Thursday,4
Slight,England,Darkness - lighting unknown,Fine no high winds,September,Thursday,2
Serious,Scotland,Darkness - lighting unknown,Fine no high winds,November,Thursday,1
Serious,England,Darkness - lighting unknown,Fine no high winds,June,Thursday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,February,Thursday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,September,Thursday,3
Serious,England,Darkness - lighting unknown,Fine no high winds,December,Thursday,7
Serious,England,Darkness - lighting unknown,Fine no high winds,January,Thursday,5
Serious,England,Darkness - lighting unknown,Fine no high winds,March,Thursday,1
Serious,England,Darkness - lighting unknown,Fine no high winds,October,Thursday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,November,Thursday,2
Serious,Scotland,Daylight,Fine no high winds,March,Sunday,6
Serious,Scotland,Daylight,Fine no high winds,February,Sunday,6
Serious,Scotland,Daylight,Fine no high winds,January,Sunday,5
Serious,England,Daylight,Fine no high winds,November,Sunday,59
Serious,England,Daylight,Fine no high winds,October,Sunday,102
Slight,England,Daylight,Fine no high winds,June,Sunday,441
Slight,England,Daylight,Fine no high winds,May,Sunday,580
Serious,England,Darkness - lights lit,Fine no high winds,February,Sunday,34
Serious,England,Darkness - lights lit,Fine no high winds,January,Sunday,63
Fatal,Scotland,Darkness - lights lit,Fine no high winds,November,Sunday,1
Fatal,Scotland,Darkness - lights lit,Fine no high winds,June,Sunday,1
Fatal,Scotland,Darkness - lights lit,Fine no high winds,March,Sunday,2
Fatal,England,Darkness - lights lit,Fine no high winds,July,Sunday,10
Fatal,England,Darkness - lights lit,Fine no high winds,May,Sunday,8
Fatal,England,Darkness - lights lit,Fine no high winds,October,Sunday,6
Fatal,England,Darkness - lights lit,Fine no high winds,January,Sunday,4
Fatal,England,Darkness - lights lit,Fine no high winds,December,Sunday,3
Fatal,England,Darkness - lights lit,Fine no high winds,April,Sunday,4
Fatal,England,Darkness - lights lit,Fine no high winds,June,Sunday,4
Fatal,England,Darkness - lights lit,Fine no high winds,September,Sunday,1
Fatal,England,Darkness - lights lit,Fine no high winds,August,Sunday,2
Fatal,England,Darkness - lights lit,Fine no high winds,March,Sunday,1
Fatal,England,Darkness - lights lit,Fine no high winds,November,Sunday,1
Serious,England,Darkness - lights unlit,Fine no high winds,July,Sunday,5
Serious,England,Darkness - lights unlit,Fine no high winds,April,Sunday,2
Fatal,Scotland,Darkness - lights unlit,Fine no high winds,December,Sunday,1
Fatal,England,Darkness - lights unlit,Fine no high winds,September,Sunday,2
Fatal,England,Darkness - lights unlit,Fine no high winds,March,Sunday,1
Serious,England,Darkness - no lighting,Fine no high winds,March,Sunday,11
Fatal,Scotland,Darkness - no lighting,Fine no high winds,November,Sunday,1
Fatal,Scotland,Darkness - no lighting,Fine no high winds,October,Sunday,1
Fatal,Scotland,Darkness - no lighting,Fine no high winds,September,Sunday,1
Fatal,Scotland,Darkness - no lighting,Fine no high winds,June,Sunday,1
Fatal,Scotland,Darkness - no lighting,Fine no high winds,April,Sunday,1
Fatal,Scotland,Darkness - no lighting,Fine no high winds,January,Sunday,1
Fatal,England,Darkness - no lighting,Fine no high winds,December,Sunday,1
Fatal,England,Darkness - no lighting,Fine no high winds,November,Sunday,3
Fatal,England,Darkness - no lighting,Fine no high winds,February,Sunday,5
Fatal,England,Darkness - no lighting,Fine no high winds,January,Sunday,6
Fatal,England,Darkness - no lighting,Fine no high winds,September,Sunday,3
Fatal,England,Darkness - no lighting,Fine no high winds,March,Sunday,2
Fatal,England,Darkness - no lighting,Fine no high winds,July,Sunday,3
Fatal,England,Darkness - no lighting,Fine no high winds,August,Sunday,4
Fatal,England,Darkness - no lighting,Fine no high winds,May,Sunday,1
Serious,England,Darkness - lighting unknown,Fine no high winds,September,Sunday,4
Fatal,England,Darkness - lighting unknown,Fine no high winds,December,Sunday,1
Fatal,England,Darkness - lighting unknown,Fine no high winds,January,Sunday,1
Fatal,England,Darkness - lighting unknown,Fine no high winds,November,Sunday,1
Fatal,England,Darkness - lighting unknown,Fine no high winds,October,Sunday,2
Serious,Scotland,Darkness - lights lit,Fine no high winds,October,Sunday,2
Serious,Scotland,Darkness - lights lit,Fine no high winds,September,Sunday,3
Serious,Scotland,Darkness - lights lit,Fine no high winds,August,Sunday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,April,Sunday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,June,Sunday,2
Serious,Scotland,Darkness - lights lit,Fine no high winds,January,Sunday,9
Serious,Scotland,Darkness - lights lit,Fine no high winds,May,Sunday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,March,Sunday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,February,Sunday,2
Serious,England,Darkness - lights lit,Fine no high winds,October,Sunday,58
Serious,England,Darkness - lights lit,Fine no high winds,December,Sunday,32
Serious,England,Darkness - lights lit,Fine no high winds,November,Sunday,37
Slight,England,Darkness - lights lit,Fine no high winds,October,Sunday,153
Slight,England,Darkness - lights lit,Fine no high winds,August,Sunday,113
Slight,England,Darkness - lights lit,Fine no high winds,September,Sunday,139
Slight,England,Darkness - lights lit,Fine no high winds,July,Sunday,120
Slight,England,Darkness - lights lit,Fine no high winds,June,Sunday,67
Slight,England,Darkness - lights lit,Fine no high winds,May,Sunday,101
Slight,England,Darkness - lights lit,Fine no high winds,April,Sunday,108
Slight,England,Darkness - lights lit,Fine no high winds,March,Sunday,141
Slight,England,Darkness - lights lit,Fine no high winds,February,Sunday,99
Slight,England,Darkness - lights lit,Fine no high winds,January,Sunday,225
Serious,Scotland,Darkness - lights lit,Fine no high winds,December,Sunday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,November,Sunday,3
Slight,England,Darkness - lights lit,Fine no high winds,November,Sunday,143
Slight,England,Darkness - lights lit,Fine no high winds,December,Sunday,122
Slight,Scotland,Darkness - lights lit,Fine no high winds,December,Sunday,4
Slight,Scotland,Darkness - lights lit,Fine no high winds,November,Sunday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,February,Sunday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,October,Sunday,3
Slight,Scotland,Darkness - lights lit,Fine no high winds,September,Sunday,4
Slight,Scotland,Darkness - lights lit,Fine no high winds,July,Sunday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,May,Sunday,2
Slight,Scotland,Darkness - lights lit,Fine no high winds,April,Sunday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,March,Sunday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,January,Sunday,3
Slight,England,Daylight,Fine no high winds,April,Sunday,410
Slight,England,Daylight,Fine no high winds,March,Sunday,344
Slight,England,Daylight,Fine no high winds,February,Sunday,170
Slight,England,Daylight,Fine no high winds,January,Sunday,330
Slight,England,Daylight,Fine no high winds,December,Sunday,114
Slight,England,Daylight,Fine no high winds,November,Sunday,237
Slight,England,Daylight,Fine no high winds,October,Sunday,389
Slight,England,Daylight,Fine no high winds,July,Sunday,661
Slight,England,Daylight,Fine no high winds,September,Sunday,403
Slight,England,Daylight,Fine no high winds,August,Sunday,475
Slight,England,Darkness - no lighting,Fine no high winds,April,Sunday,23
Slight,England,Darkness - no lighting,Fine no high winds,March,Sunday,22
Slight,England,Darkness - no lighting,Fine no high winds,February,Sunday,16
Slight,England,Darkness - no lighting,Fine no high winds,January,Sunday,40
Slight,England,Darkness - no lighting,Fine no high winds,December,Sunday,29
Slight,England,Darkness - no lighting,Fine no high winds,October,Sunday,35
Slight,England,Darkness - no lighting,Fine no high winds,September,Sunday,25
Slight,England,Darkness - no lighting,Fine no high winds,August,Sunday,22
Slight,England,Darkness - no lighting,Fine no high winds,July,Sunday,19
Slight,England,Darkness - no lighting,Fine no high winds,June,Sunday,11
Slight,England,Darkness - no lighting,Fine no high winds,May,Sunday,26
Slight,England,Darkness - no lighting,Fine no high winds,November,Sunday,25
Serious,Scotland,Darkness - no lighting,Fine no high winds,December,Sunday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,November,Sunday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,August,Sunday,3
Serious,Scotland,Darkness - no lighting,Fine no high winds,July,Sunday,2
Serious,Scotland,Darkness - no lighting,Fine no high winds,May,Sunday,2
Serious,Scotland,Darkness - no lighting,Fine no high winds,February,Sunday,2
Serious,England,Darkness - no lighting,Fine no high winds,August,Sunday,15
Serious,England,Darkness - no lighting,Fine no high winds,February,Sunday,6
Serious,England,Darkness - no lighting,Fine no high winds,November,Sunday,16
Serious,England,Darkness - no lighting,Fine no high winds,January,Sunday,24
Serious,England,Darkness - no lighting,Fine no high winds,December,Sunday,7
Serious,England,Darkness - no lighting,Fine no high winds,September,Sunday,18
Serious,England,Darkness - no lighting,Fine no high winds,May,Sunday,11
Serious,England,Darkness - no lighting,Fine no high winds,July,Sunday,13
Serious,England,Darkness - no lighting,Fine no high winds,October,Sunday,11
Serious,England,Darkness - no lighting,Fine no high winds,June,Sunday,3
Serious,England,Darkness - no lighting,Fine no high winds,April,Sunday,12
Slight,Scotland,Darkness - no lighting,Fine no high winds,September,Sunday,2
Slight,Scotland,Darkness - no lighting,Fine no high winds,December,Sunday,2
Slight,Scotland,Darkness - no lighting,Fine no high winds,November,Sunday,1
Slight,Scotland,Darkness - no lighting,Fine no high winds,October,Sunday,3
Slight,Scotland,Darkness - no lighting,Fine no high winds,August,Sunday,2
Slight,Scotland,Darkness - no lighting,Fine no high winds,July,Sunday,2
Slight,Scotland,Darkness - no lighting,Fine no high winds,May,Sunday,1
Slight,Scotland,Darkness - no lighting,Fine no high winds,April,Sunday,2
Slight,Scotland,Darkness - no lighting,Fine no high winds,March,Sunday,1
Slight,Scotland,Darkness - no lighting,Fine no high winds,February,Sunday,1
Slight,Scotland,Darkness - no lighting,Fine no high winds,January,Sunday,4
Slight,Scotland,Darkness - lights unlit,Fine no high winds,February,Sunday,1
Slight,England,Darkness - lights unlit,Fine no high winds,April,Sunday,4
Slight,England,Darkness - lights unlit,Fine no high winds,May,Sunday,3
Slight,England,Darkness - lights unlit,Fine no high winds,December,Sunday,3
Slight,England,Darkness - lights unlit,Fine no high winds,September,Sunday,3
Slight,England,Darkness - lights unlit,Fine no high winds,July,Sunday,5
Slight,England,Darkness - lights unlit,Fine no high winds,January,Sunday,7
Slight,England,Darkness - lights unlit,Fine no high winds,August,Sunday,4
Slight,England,Darkness - lights unlit,Fine no high winds,November,Sunday,4
Slight,England,Darkness - lights unlit,Fine no high winds,February,Sunday,3
Slight,England,Darkness - lights unlit,Fine no high winds,June,Sunday,1
Slight,England,Darkness - lights unlit,Fine no high winds,October,Sunday,4
Slight,England,Darkness - lights unlit,Fine no high winds,March,Sunday,2
Serious,Scotland,Darkness - lights unlit,Fine no high winds,February,Sunday,1
Serious,England,Darkness - lights unlit,Fine no high winds,September,Sunday,2
Serious,England,Darkness - lights unlit,Fine no high winds,December,Sunday,3
Serious,England,Darkness - lights unlit,Fine no high winds,June,Sunday,1
Serious,England,Darkness - lights unlit,Fine no high winds,March,Sunday,2
Serious,England,Darkness - lights unlit,Fine no high winds,October,Sunday,2
Serious,England,Darkness - lights unlit,Fine no high winds,August,Sunday,1
Serious,England,Darkness - lights unlit,Fine no high winds,January,Sunday,3
Serious,England,Darkness - lights unlit,Fine no high winds,November,Sunday,1
Serious,England,Daylight,Fine no high winds,December,Sunday,33
Serious,Scotland,Daylight,Fine no high winds,December,Sunday,4
Serious,Scotland,Daylight,Fine no high winds,November,Sunday,4
Serious,Scotland,Daylight,Fine no high winds,August,Sunday,18
Serious,Scotland,Daylight,Fine no high winds,October,Sunday,12
Serious,Scotland,Daylight,Fine no high winds,September,Sunday,14
Serious,Scotland,Daylight,Fine no high winds,July,Sunday,24
Serious,Scotland,Daylight,Fine no high winds,June,Sunday,13
Serious,Scotland,Daylight,Fine no high winds,May,Sunday,19
Serious,Scotland,Daylight,Fine no high winds,April,Sunday,14
Slight,Scotland,Daylight,Fine no high winds,December,Sunday,9
Slight,Scotland,Daylight,Fine no high winds,October,Sunday,9
Slight,Scotland,Daylight,Fine no high winds,November,Sunday,7
Slight,Scotland,Daylight,Fine no high winds,September,Sunday,16
Slight,Scotland,Daylight,Fine no high winds,August,Sunday,18
Slight,Scotland,Darkness - lighting unknown,Fine no high winds,November,Sunday,1
Slight,England,Darkness - lighting unknown,Fine no high winds,April,Sunday,4
Slight,England,Darkness - lighting unknown,Fine no high winds,January,Sunday,9
Slight,England,Darkness - lighting unknown,Fine no high winds,July,Sunday,11
Slight,England,Darkness - lighting unknown,Fine no high winds,September,Sunday,10
Slight,England,Darkness - lighting unknown,Fine no high winds,February,Sunday,11
Slight,England,Darkness - lighting unknown,Fine no high winds,August,Sunday,6
Slight,England,Darkness - lighting unknown,Fine no high winds,December,Sunday,9
Slight,England,Darkness - lighting unknown,Fine no high winds,November,Sunday,7
Slight,England,Darkness - lighting unknown,Fine no high winds,October,Sunday,7
Slight,England,Darkness - lighting unknown,Fine no high winds,May,Sunday,6
Slight,England,Darkness - lighting unknown,Fine no high winds,June,Sunday,6
Slight,England,Darkness - lighting unknown,Fine no high winds,March,Sunday,4
Serious,England,Darkness - lighting unknown,Fine no high winds,January,Sunday,3
Serious,England,Darkness - lighting unknown,Fine no high winds,August,Sunday,3
Serious,England,Darkness - lighting unknown,Fine no high winds,November,Sunday,4
Serious,England,Darkness - lighting unknown,Fine no high winds,July,Sunday,4
Serious,England,Darkness - lighting unknown,Fine no high winds,February,Sunday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,March,Sunday,2
Serious,England,Darkness - lighting unknown,Fine no high winds,June,Sunday,1
Serious,England,Darkness - lighting unknown,Fine no high winds,April,Sunday,1
Serious,England,Darkness - lighting unknown,Fine no high winds,December,Sunday,1
Slight,England,Darkness - lights lit,Fine no high winds,March,Tuesday,123
Slight,England,Darkness - lights lit,Fine no high winds,February,Tuesday,169
Slight,England,Darkness - lights lit,Fine no high winds,January,Tuesday,240
Slight,England,Darkness - lights lit,Fine no high winds,December,Tuesday,187
Slight,England,Darkness - lights lit,Fine no high winds,November,Tuesday,221
Slight,England,Darkness - lights lit,Fine no high winds,April,Tuesday,70
Slight,England,Darkness - lights lit,Fine no high winds,October,Tuesday,150
Slight,England,Darkness - lights lit,Fine no high winds,September,Tuesday,73
Slight,England,Darkness - lights lit,Fine no high winds,August,Tuesday,101
Slight,England,Darkness - lights lit,Fine no high winds,May,Tuesday,74
Slight,England,Darkness - lights lit,Fine no high winds,July,Tuesday,40
Slight,England,Darkness - lights lit,Fine no high winds,June,Tuesday,53
Slight,Scotland,Darkness - lights lit,Fine no high winds,November,Tuesday,9
Slight,Scotland,Darkness - lights lit,Fine no high winds,December,Tuesday,5
Slight,Scotland,Darkness - lights lit,Fine no high winds,October,Tuesday,2
Slight,Scotland,Darkness - lights lit,Fine no high winds,September,Tuesday,4
Slight,Scotland,Darkness - lights lit,Fine no high winds,August,Tuesday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,June,Tuesday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,May,Tuesday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,March,Tuesday,3
Slight,Scotland,Darkness - lights lit,Fine no high winds,February,Tuesday,1
Slight,Scotland,Darkness - lights lit,Fine no high winds,January,Tuesday,5
Slight,England,Darkness - no lighting,Fine no high winds,April,Tuesday,13
Slight,England,Darkness - no lighting,Fine no high winds,February,Tuesday,33
Slight,England,Darkness - no lighting,Fine no high winds,January,Tuesday,42
Slight,England,Darkness - no lighting,Fine no high winds,December,Tuesday,43
Slight,England,Darkness - no lighting,Fine no high winds,November,Tuesday,38
Slight,England,Darkness - no lighting,Fine no high winds,October,Tuesday,23
Slight,England,Darkness - no lighting,Fine no high winds,September,Tuesday,20
Slight,England,Darkness - no lighting,Fine no high winds,August,Tuesday,17
Slight,England,Darkness - no lighting,Fine no high winds,July,Tuesday,14
Slight,England,Darkness - no lighting,Fine no high winds,June,Tuesday,11
Slight,England,Darkness - no lighting,Fine no high winds,March,Tuesday,28
Slight,Scotland,Daylight,Fine no high winds,July,Sunday,25
Slight,Scotland,Daylight,Fine no high winds,June,Sunday,13
Slight,Scotland,Daylight,Fine no high winds,May,Sunday,20
Slight,Scotland,Daylight,Fine no high winds,April,Sunday,20
Slight,Scotland,Daylight,Fine no high winds,March,Sunday,16
Slight,Scotland,Daylight,Fine no high winds,February,Sunday,3
Slight,Scotland,Daylight,Fine no high winds,January,Sunday,8
Serious,England,Daylight,Fine no high winds,November,Tuesday,94
Serious,England,Daylight,Fine no high winds,December,Tuesday,83
Serious,England,Daylight,Fine no high winds,October,Tuesday,159
Slight,England,Daylight,Fine no high winds,March,Tuesday,696
Slight,England,Daylight,Fine no high winds,February,Tuesday,370
Slight,England,Daylight,Fine no high winds,January,Tuesday,338
Serious,Scotland,Daylight,Fine no high winds,December,Tuesday,2
Serious,Scotland,Daylight,Fine no high winds,November,Tuesday,4
Serious,Scotland,Daylight,Fine no high winds,October,Tuesday,7
Serious,Scotland,Daylight,Fine no high winds,September,Tuesday,14
Serious,Scotland,Daylight,Fine no high winds,August,Tuesday,16
Serious,Scotland,Daylight,Fine no high winds,July,Tuesday,13
Serious,Scotland,Daylight,Fine no high winds,June,Tuesday,12
Serious,Scotland,Daylight,Fine no high winds,May,Tuesday,6
Serious,Scotland,Daylight,Fine no high winds,April,Tuesday,7
Serious,Scotland,Daylight,Fine no high winds,March,Tuesday,14
Serious,Scotland,Daylight,Fine no high winds,January,Tuesday,6
Serious,Scotland,Daylight,Fine no high winds,February,Tuesday,1
Slight,England,Daylight,Fine no high winds,June,Tuesday,884
Slight,England,Daylight,Fine no high winds,May,Tuesday,821
Serious,England,Darkness - lights lit,Fine no high winds,February,Tuesday,36
Serious,England,Darkness - lights lit,Fine no high winds,January,Tuesday,57
Fatal,Scotland,Darkness - lights lit,Fine no high winds,April,Tuesday,1
Fatal,Scotland,Darkness - lights lit,Fine no high winds,January,Tuesday,1
Fatal,England,Darkness - lights lit,Fine no high winds,February,Tuesday,2
Fatal,England,Darkness - lights lit,Fine no high winds,April,Tuesday,1
Fatal,England,Darkness - lights lit,Fine no high winds,October,Tuesday,2
Fatal,England,Darkness - lights lit,Fine no high winds,June,Tuesday,2
Fatal,England,Darkness - lights lit,Fine no high winds,November,Tuesday,2
Fatal,England,Darkness - lights lit,Fine no high winds,January,Tuesday,2
Fatal,England,Darkness - lights lit,Fine no high winds,December,Tuesday,3
Fatal,England,Darkness - lights lit,Fine no high winds,May,Tuesday,1
Fatal,England,Darkness - lights lit,Fine no high winds,July,Tuesday,1
Serious,England,Darkness - lights unlit,Fine no high winds,August,Tuesday,3
Serious,England,Darkness - lights unlit,Fine no high winds,February,Tuesday,2
Fatal,England,Darkness - lights unlit,Fine no high winds,December,Tuesday,1
Fatal,England,Darkness - lights unlit,Fine no high winds,April,Tuesday,1
Fatal,England,Darkness - lights unlit,Fine no high winds,June,Tuesday,1
Fatal,England,Darkness - lights unlit,Fine no high winds,November,Tuesday,1
Serious,England,Darkness - no lighting,Fine no high winds,April,Tuesday,7
Fatal,Scotland,Darkness - no lighting,Fine no high winds,October,Tuesday,1
Fatal,Scotland,Darkness - no lighting,Fine no high winds,January,Tuesday,1
Fatal,England,Darkness - no lighting,Fine no high winds,August,Tuesday,4
Fatal,England,Darkness - no lighting,Fine no high winds,February,Tuesday,3
Fatal,England,Darkness - no lighting,Fine no high winds,January,Tuesday,5
Fatal,England,Darkness - no lighting,Fine no high winds,June,Tuesday,1
Fatal,England,Darkness - no lighting,Fine no high winds,December,Tuesday,1
Fatal,England,Darkness - no lighting,Fine no high winds,November,Tuesday,1
Fatal,England,Darkness - no lighting,Fine no high winds,May,Tuesday,1
Fatal,England,Darkness - no lighting,Fine no high winds,September,Tuesday,1
Fatal,England,Darkness - no lighting,Fine no high winds,October,Tuesday,1
Fatal,England,Darkness - no lighting,Fine no high winds,March,Tuesday,1
Fatal,England,Darkness - lighting unknown,Fine no high winds,December,Tuesday,1
Fatal,England,Darkness - lighting unknown,Fine no high winds,March,Tuesday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,October,Tuesday,6
Serious,Scotland,Darkness - lights lit,Fine no high winds,May,Tuesday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,September,Tuesday,2
Serious,Scotland,Darkness - lights lit,Fine no high winds,August,Tuesday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,July,Tuesday,1
Serious,Scotland,Darkness - lights lit,Fine no high winds,March,Tuesday,3
Serious,Scotland,Darkness - lights lit,Fine no high winds,February,Tuesday,2
Serious,Scotland,Darkness - lights lit,Fine no high winds,January,Tuesday,4
Serious,England,Darkness - lights lit,Fine no high winds,December,Tuesday,54
Serious,England,Darkness - lights lit,Fine no high winds,October,Tuesday,40
Serious,England,Darkness - lights lit,Fine no high winds,November,Tuesday,63
Serious,Scotland,Darkness - lights lit,Fine no high winds,December,Tuesday,2
Serious,Scotland,Darkness - lights lit,Fine no high winds,November,Tuesday,3
Slight,England,Daylight,Fine no high winds,October,Tuesday,566
Slight,England,Daylight,Fine no high winds,September,Tuesday,619
Slight,England,Daylight,Fine no high winds,July,Tuesday,680
Slight,England,Daylight,Fine no high winds,August,Tuesday,735
Slight,England,Daylight,Fine no high winds,April,Tuesday,546
Slight,England,Daylight,Fine no high winds,December,Tuesday,325
Slight,England,Daylight,Fine no high winds,November,Tuesday,376
Slight,England,Darkness - no lighting,Fine no high winds,May,Tuesday,16
Serious,Scotland,Darkness - no lighting,Fine no high winds,November,Tuesday,5
Serious,Scotland,Darkness - no lighting,Fine no high winds,October,Tuesday,1
Serious,Scotland,Darkness - no lighting,Fine no high winds,September,Tuesday,1
